NCT Number,Title,Status,Study Results,Interventions,Gender,Age,URL
NCT00304460,Mechanism of Action of High-Dose IL-2 (Aldesleukin) in Metastatic Melanoma and Kidney Cancer,Completed,No Results Available,Biological: aldesleukin,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00304460
NCT03130569,Skin Health Online for Melanoma: Better Risk Assessment,Completed,No Results Available,Behavioral: Web-based Module Group,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03130569
NCT01863108,Safety Study of a Dendritic Cell-based Cancer Vaccine in Melanoma,Completed,No Results Available,Biological: GeniusVac-Mel4,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01863108
NCT02339324,Neoadjuvant Combination Biotherapy With Pembrolizumab and High Dose IFN-alfa2b,"Active, not recruiting",No Results Available,Drug: Pembrolizumab and high dose interferon alfa-2b (HDI),All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02339324
NCT00275496,Multicenter Selective Lymphadenectomy Trial (MSLT),Completed,No Results Available,Procedure: Sentinel Lymph Node Dissection|Procedure: Complete Lymph Node Dissection|Procedure: Wide Excision,All,"18 Years to 75 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00275496
NCT02625337,Study Comparing Pembrolizumab With Dual MAPK Pathway Inhibition Plus Pembrolizumab in Melanoma Patients,Recruiting,No Results Available,Drug: Pembrolizumab|Drug: Dabrafenib|Drug: Trametinib|Procedure: Biopsy|Procedure: Blood taking,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02625337
NCT03276832,Imiquimod and Pembrolizumab in Treating Patients With Stage IIIB-IV Melanoma,Recruiting,No Results Available,Drug: Imiquimod|Other: Laboratory Biomarker Analysis|Biological: Pembrolizumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03276832
NCT01563614,"A Clinical Trial to Assess the Safety & Efficacy of the Treatment of Patients With Metastasis From Malignant Melanoma - Treatment Consists of the Substances Lomustine (Capsules) & Cytarabine (Injected Into an Area Near the Spinal Cord), Accompanied by Radiotherapy of the Brain",Terminated,No Results Available,"Radiation: Brain radiotherapy (WBRT alone, SRT/SRS alone or WBRT plus SRT/SRS)|Drug: Lomustine|Drug: Liposomal cytarabine",All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01563614
NCT02974803,Concurrent Dabrafenib and Trametinib With Sterotactic Radiation in Patients With BRAF Mutation-Positive Malignant Melanoma and Brain Metastases,Recruiting,No Results Available,Drug: Dabrafenib|Drug: Trametinib,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02974803
NCT02014441,Single-arm Trial to Evaluate the Biodistribution and Shedding of Talimogene Laherparepvec,Completed,Has Results,Drug: Talimogene laherparepvec,All,"18 Years to 100 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02014441
NCT00798629,Adenovirus CCL-21 Transduced MART-1/gp100/Tyrosinase/NY-ESO-1 Peptide-Pulsed Dendritic Cells Matured,Completed,No Results Available,Biological: Autologous dendritic cell-adenovirus CCL21 vaccine,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00798629
NCT02718391,Complementary Vaccination With Dendritic Cells Pulsed With Autologous Tumor Lysate in Resected Stage III and IV Melanoma Patients.,Recruiting,No Results Available,Biological: Autologous Dendritic Cell vaccine,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02718391
NCT02385253,Training Primary Care Physicians to Perform Melanoma Opportunistic Surveillance,Completed,No Results Available,Behavioral: Educational training program,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02385253
NCT02591654,MRI and PET to Assess Pembrolizumab Response,Recruiting,No Results Available,Drug: Pembrolizumab|Drug: FLT PET,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02591654
NCT01783431,Study of Vaccination With Poly-ICLC and Peptide-pulsed Dendritic Cells,Terminated,No Results Available,Drug: Poly ICLC|Procedure: leukapheresis,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01783431
NCT01593579,Autonomic Phenotype Before and After Akt Inhibition,Withdrawn,No Results Available,Behavioral: Autonomic Function Tests|Other: supine and standing catecholamines,All,"18 Years to 80 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01593579
NCT00072163,Temozolomide and Thalidomide in Treating Patients With Brain Metastases Secondary to Melanoma,Completed,No Results Available,Drug: temozolomide|Drug: thalidomide,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00072163
NCT01559818,A Long Term Follow up Study for Patients Who Previously Took Part in the Phase I Study IMM-101-001,"Active, not recruiting",No Results Available,Biological: IMM-101,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01559818
NCT02406183,Trial of SBRT With Concurrent Ipilimumab in Metastatic Melanoma,Completed,No Results Available,Radiation: Stereotactic body radiotherapy (SBRT)|Drug: Ipilimumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02406183
NCT00543205,"Pharmacokinetics of G3139 in Subjects With Advanced Melanoma, Including Those With Normal Hepatic Function and Those With Moderate Hepatic Impairment",Terminated,No Results Available,"Drug: Genasense® (G3139, oblimersen sodium)",Female,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00543205
NCT02662725,Ipilimumab Combined With a Stereotactic Radiosurgery in Melanoma Patients With Brain Metastases,Completed,No Results Available,Drug: IPILIMUMAB|Radiation: Stereotactic radiosurgery,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02662725
NCT01400451,Ph I Ipilimumab Vemurafenib Combo in Patients With v-Raf Murine Sarcoma Viral Oncogene Homolog B1 (BRAF),Terminated,Has Results,Drug: Ipilimumab (BMS-734016)|Drug: Vemurafenib,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01400451
NCT02296112,Trametinib in Treating Patients With Advanced Melanoma With BRAF Non-V600 Mutations,"Active, not recruiting",No Results Available,Drug: trametinib|Other: laboratory biomarker analysis|Other: pharmacological study,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02296112
NCT03526185,A Pilot Study Using Short-Term Cultured Anti-Tumor Autologous Lymphocytes,Recruiting,No Results Available,Drug: Tumor Infiltrating Lymphocytes,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03526185
NCT03620019,Denosumab + Pembrolizumab in Patients With Stage IV Melanoma,Recruiting,No Results Available,Drug: Denosumab|Drug: Pembrolizumab,All,"18 Years to 99 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03620019
NCT03728465,Evaluation of Safety and Efficacy of Patients With Four and More Symptomatic Brain Metastases of Melanoma,Recruiting,No Results Available,Biological: Nivolumab|Biological: Ipilimumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03728465
NCT01176461,Multiple Class I Peptides & Montanide ISA 51 VG w Escalating Doses of Anti-PD-1 ab BMS936558,"Active, not recruiting",No Results Available,Biological: MART-1|Biological: NY-ESO-1|Biological: gp100:209-217(210M)|Biological: gp100:280-288(288V)|Drug: Montanide ISA 51 VG|Biological: BMS-936558,All,"16 Years and older   (Child, Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01176461
NCT02097732,Ipilimumab Induction in Patients With Melanoma Brain Metastases Receiving Stereotactic Radiosurgery,"Active, not recruiting",Has Results,Drug: Ipilimumab|Procedure: Stereotactic Radiosurgery,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02097732
NCT01437605,Phase II Study to Assess the Safety and Immunogenicity of recMAGE-A3+AS15 ASCI With or Without Poly IC:LC,"Active, not recruiting",No Results Available,Drug: MAGE-A3 ASCI injections without Poly IC:LC|Drug: MAGE-A3 ASCI injections with Poly IC:LC,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01437605
NCT01728051,Expanded Access Study of Melphalan With Delcath CS-PHP System in Patients With Ocular/Cutaneous Melanoma Mets to Liver,No longer available,No Results Available,Drug: Melphalan|Device: Percutaneous Hepatic Perfusion,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01728051
NCT00966173,International Melanoma Algorithm Training Study - IMATS,Completed,No Results Available,Device: SciBase III Electrical Impedance Spectrometer,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00966173
NCT02158520,Nab-Paclitaxel and Bevacizumab or Ipilimumab as First-Line Therapy in Treating Patients With Stage IV Melanoma That Cannot Be Removed by Surgery,"Active, not recruiting",No Results Available,Biological: Bevacizumab|Biological: Ipilimumab|Other: Laboratory Biomarker Analysis|Drug: Nab-paclitaxel|Other: Pharmacological Study,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02158520
NCT01266096,PET Imaging of Patients With Melanoma and Malignant Brain Tumors Using an 124I-labeled cRGDY Silica Nanomolecular Particle Tracer: A Microdosing Study,"Active, not recruiting",No Results Available,Drug: PET scan with 124I-cRGDY-PEG-dots,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01266096
NCT01744171,Vaccine Therapy in Treating Patients With Advanced Stage III-IV Melanoma,Recruiting,No Results Available,Biological: Recombinant Human Hsp110-gp100 Chaperone Complex Vaccine|Other: Laboratory Biomarker Analysis,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01744171
NCT02812693,Pembrolizumab and Imatinib in Patients With Locally Advanced/Metastatic Melanoma With c-KIT Mutation/Amplification,Withdrawn,No Results Available,Drug: Imatinib Mesylate|Other: Laboratory Biomarker Analysis|Biological: Pembrolizumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02812693
NCT01160445,Phase II Study of Aldesleukin (IL-2) Following the Administration of Zanolimumab (Anti-CD4mAb) in Metastatic Melanoma and Metastatic Renal Cancer,Terminated,Has Results,Drug: Zanolimumab|Drug: Aldesleukin,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01160445
NCT00004250,Isolated Limb Infusion of Chemotherapy in Treating Patients With Melanoma or Soft Tissue Sarcoma of the Arm or Leg That Cannot Be Removed By Surgery,Completed,No Results Available,Biological: dactinomycin|Drug: isolated limb perfusion|Drug: melphalan,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00004250
NCT00513604,Phase II Study of Short-Term Cultured Anti-Tumor Autologous Lymphocytes After Lymphocyte-Depleting Chemotherapy in Metastatic Melanoma,Completed,Has Results,Biological: aldesleukin|Biological: therapeutic autologous lymphocytes|Drug: Cyclophosphamide|Drug: Fludarabine phosphate|Radiation: Total body irradiation,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00513604
NCT01321437,Study of the Anti-Angiogenesis Agent Axitinib in Patients With Stage III Malignant Melanoma,"Active, not recruiting",No Results Available,Procedure: therapeutic conventional surgery|Other: laboratory biomarker analysis|Drug: Axitinib|Other: pharmacological study,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01321437
NCT03773744,Trial of MG1-MAGEA3 With Ad-MAGEA3 and Pembrolizumab in Patients With Previously Treated Metastatic Melanoma or Cutaneous Squamous Cell Carcinoma,Not yet recruiting,No Results Available,Drug: Ad-MAGEA3|Drug: MG1-MAGEA3|Drug: Pembrolizumab|Drug: Cyclophosphamide,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03773744
NCT01355562,Trial of Outpatient Intravenous Interleukin-2 in Malignant Melanoma and Metastatic Kidney Cancer,Withdrawn,No Results Available,Drug: Interleukin-2 (IL-2),All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01355562
NCT01884961,Radiotherapy as an Immunological Booster in Patients With Metastatic Melanoma or Renal Cell Carcinoma Treated With High-dose Interleukin-2,Recruiting,No Results Available,Other: Boost of radiotherapy + high dose IL-2 treatment,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01884961
NCT02755233,Ipilimumab-induced Lung Toxicity: Observational Study,Completed,No Results Available,Other: Pulmonary Function,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02755233
NCT02508909,Videoscopic Ilioinguinal Lymphadenectomy for Melanoma,Completed,No Results Available,Procedure: Videoscopic ilioinguinal dissection,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02508909
NCT03340129,Anti-PD 1 Brain Collaboration + Radiotherapy (ABC-X Study),Not yet recruiting,No Results Available,Drug: Ipilimumab|Drug: Nivolumab|Radiation: Stereotactic Radiotherapy|Radiation: Salvage Radiotherapy,All,"18 Years to 120 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT03340129
NCT02938299,Neoadjuvant L19IL2/L19TNF- Pivotal Study,Recruiting,No Results Available,Drug: L19IL2 + L19TNF|Procedure: Surgery,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02938299
NCT02981303,Study of Imprime PGG and Pembrolizumab in Advanced Melanoma and Triple Negative Breast Cancer,Recruiting,No Results Available,Biological: Imprime PGG|Drug: Pembrolizumab,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02981303
NCT02771340,Study Evaluating Single and Repeated Intravitreal Doses of ICON-1 in Patients With Uveal Melanoma,Completed,No Results Available,Biological: ICON-1,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02771340
NCT00095108,Study of Interleukin-21 for Metastatic Malignant Melanoma and Metastatic Kidney Cancer,Completed,No Results Available,Drug: Recombinant Human Interleukin-21,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00095108
NCT02700971,RATIO: Rational Approach To Immuno-Oncology,Recruiting,No Results Available,Procedure: Molecular Microscope Diagnostic system,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT02700971
NCT01008527,Phase I Oncovir Poly IC:LC and NY-ESO-1/gp100,Completed,No Results Available,"Drug: CP 870,893|Biological: Peptides|Biological: Oncovir poly IC:LC",All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01008527
NCT00700167,Immune Responses To Antigen-Bearing Dendritic Cells in Patients With Malignancy,Completed,No Results Available,Biological: dendritic cell vaccine,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT00700167
NCT01212276,A Safety and MORAb-028 Dose Determination Study in Subjects With Metastatic Melanoma,Terminated,No Results Available,Drug: MORAb-028,All,"18 Years and older   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01212276
NCT01826864,Sargramostim or Hypertonic Saline Before Sentinel Lymph Node Biopsy in Treating Patients With Stage IB-II Melanoma,Withdrawn,No Results Available,Biological: sargramostim|Procedure: sentinel lymph node biopsy|Other: laboratory biomarker analysis|Other: hypertonic saline,All,"18 Years to 75 Years   (Adult, Older Adult)",https://ClinicalTrials.gov/show/NCT01826864
